Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date
Puerto Rico,US,2021-03-06 04:30:38,18.2208,-66.5901,101066,2056,91833.0,7177.0,72.0,3164.548638661061,407038.0,,2.0343142105159004,630.0,PRI,12745.053220502654,,2021-03-05
Rhode Island,US,2021-03-06 04:30:38,41.6809,-71.5118,128121,2541,,125580.0,44.0,12094.177527773818,3087981.0,,1.9832814292738896,84000044.0,USA,291494.6840595416,,2021-03-05
South Carolina,US,2021-03-06 04:30:38,33.8569,-80.945,523258,8699,230793.0,283766.0,45.0,10162.887276317932,5126807.0,,1.6624686101311397,84000045.0,USA,99574.51511192892,,2021-03-05
South Dakota,US,2021-03-06 04:30:38,44.2998,-99.4388,113229,1896,109237.0,2096.0,46.0,12799.168945322437,698456.0,,1.6744826855310917,84000046.0,USA,78952.00297515768,,2021-03-05
Tennessee,US,2021-03-06 04:30:38,35.7478,-86.6923,780894,11534,755474.0,13886.0,47.0,11434.677165935442,6856581.0,,1.4770250507751372,84000047.0,USA,100401.322326829,,2021-03-05
Texas,US,2021-03-06 04:30:38,31.0545,-97.5635,2688975,45047,2470308.0,173620.0,48.0,9273.644763544176,19820052.0,,1.675248003421378,84000048.0,USA,68354.71562322938,,2021-03-05
Utah,US,2021-03-06 04:30:38,40.15,-111.8624,373868,1970,357312.0,13441.0,49.0,11625.479809779168,2895082.0,,0.5245393176427661,84000049.0,USA,90303.1792681002,,2021-03-05
Vermont,US,2021-03-06 04:30:38,44.0459,-72.7107,15819,207,13145.0,2467.0,50.0,2535.1408438289773,1107296.0,,1.3085530058790062,84000050.0,USA,177454.4102540269,,2021-03-05
Virgin Islands,US,2021-03-06 04:30:38,18.3358,-64.8963,2714,25,2559.0,130.0,78.0,2530.111496438826,48881.0,,0.9211495946941785,850.0,VIR,45569.04202558079,,2021-03-05
Virginia,US,2021-03-06 04:30:38,37.7693,-78.17,583060,9428,,573632.0,51.0,6830.984735667508,5996828.0,,1.6169862449833636,84000051.0,USA,70257.3329167213,,2021-03-05
Washington,US,2021-03-06 04:30:38,47.4009,-121.4905,343868,5041,,338827.0,53.0,4515.729899290772,5344402.0,,1.4659694999243895,84000053.0,USA,70183.54689947712,,2021-03-05
West Virginia,US,2021-03-06 04:30:38,38.4912,-80.9545,132964,2318,124502.0,6144.0,54.0,7419.257460465018,2218488.0,,1.7433290213892485,84000054.0,USA,123789.39897229412,,2021-03-05
Wisconsin,US,2021-03-06 04:30:38,44.2685,-89.6165,620663,7094,552311.0,61258.0,55.0,10659.854624371868,7037081.0,,1.1429713064899951,84000055.0,USA,120861.49881647436,,2021-03-05
Wyoming,US,2021-03-06 04:30:38,42.756,-107.3025,54764,682,53550.0,532.0,56.0,9462.315056871686,649293.0,,1.245343656416624,84000056.0,USA,112187.11069719867,,2021-03-05
Alabama,US,2021-03-05 05:31:07,32.3182,-86.9023,498076,10094,295690.0,192292.0,1.0,10158.213487763565,2311207.0,,2.0265983504525416,84000001.0,USA,47136.850842870495,,2021-03-04
Alaska,US,2021-03-05 05:31:07,61.3707,-152.4044,59138,303,,58835.0,2.0,8083.986631034318,1724484.0,,0.512360918529541,84000002.0,USA,235731.7731650138,,2021-03-04
American Samoa,US,2021-03-05 05:31:07,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-04
Arizona,US,2021-03-05 05:31:07,33.7298,-111.4312,821108,16185,,804923.0,4.0,11280.94415540541,3797616.0,,1.9711170759510321,84000004.0,USA,52174.2499399276,,2021-03-04
Arkansas,US,2021-03-05 05:31:07,34.9697,-92.3731,323756,5273,314207.0,4276.0,5.0,10728.198385315944,2719229.0,,1.6286956844043046,84000005.0,USA,90106.21630828244,,2021-03-04
California,US,2021-03-05 08:30:53,36.1162,-119.6816,3587567,53466,,3534101.0,6.0,9079.638470353844,49147685.0,,1.4903136303795859,84000006.0,USA,124386.02859677118,,2021-03-04
Colorado,US,2021-03-05 05:31:07,39.0598,-105.3111,433021,5974,,427047.0,8.0,7519.375779684987,6310233.0,,1.379609764884382,84000008.0,USA,109576.702248549,,2021-03-04
Connecticut,US,2021-03-05 05:31:07,41.5978,-72.7554,284500,7693,,276807.0,9.0,7979.72224956925,6478498.0,,2.7040421792618634,84000009.0,USA,181710.42050752157,,2021-03-04
Delaware,US,2021-03-05 05:31:07,39.3185,-75.5071,87643,1444,,86199.0,10.0,9000.435423778246,1413640.0,,1.647593076457903,84000010.0,USA,145172.75233013337,,2021-03-04
Diamond Princess,US,2021-03-05 05:31:07,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-04
District of Columbia,US,2021-03-05 05:31:07,38.8974,-77.0268,41014,1024,29287.0,10703.0,11.0,5811.414539730131,1241816.0,,2.4967084410201394,84000011.0,USA,175957.17457623035,,2021-03-04
Florida,US,2021-03-05 05:31:07,27.7663,-81.6868,1930232,31387,,1898845.0,12.0,8987.129323727171,22079838.0,,1.6260739641659656,84000012.0,USA,102803.37262719998,,2021-03-04
Georgia,US,2021-03-05 05:31:07,33.0406,-83.6431,1017428,17750,,999678.0,13.0,9582.62659404264,7279616.0,,1.7445951949425411,84000013.0,USA,68562.927181106,,2021-03-04
Grand Princess,US,2021-03-05 05:31:07,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-04
Guam,US,2021-03-05 05:31:07,13.4443,144.7937,7747,131,7590.0,26.0,66.0,4717.193674685957,120096.0,,1.690977152446108,316.0,GUM,73127.15781013097,,2021-03-04
Hawaii,US,2021-03-05 05:31:07,21.0943,-157.4983,27890,440,,27450.0,15.0,1969.8108303575464,1131093.0,,1.5776263893868767,84000015.0,USA,79886.67054649007,,2021-03-04
Idaho,US,2021-03-05 05:31:07,44.2405,-114.4788,172587,1876,95222.0,75489.0,16.0,9657.567016308863,643358.0,,1.0869880118433022,84000016.0,USA,36000.81698203478,,2021-03-04
Illinois,US,2021-03-05 05:31:07,40.3495,-88.9861,1193177,22902,,1170275.0,17.0,9415.986857768903,18389512.0,,1.919413465060088,84000017.0,USA,145121.30498055488,,2021-03-04
Indiana,US,2021-03-05 05:31:07,39.8494,-86.2583,664446,12663,,651783.0,18.0,9869.643278093004,8133596.0,,1.9057982138503355,84000018.0,USA,120815.97464372445,,2021-03-04
Iowa,US,2021-03-05 05:31:07,42.0115,-93.2105,338613,5536,318560.0,13529.0,19.0,10701.030405030633,1321446.0,,1.6396890040725658,84000019.0,USA,41883.25457121395,,2021-03-04
Kansas,US,2021-03-05 05:31:07,38.5266,-96.7265,297474,4772,,292702.0,20.0,10210.845792798167,1264760.0,,1.6041738101481138,84000020.0,USA,43413.10274141407,,2021-03-04
Kentucky,US,2021-03-05 05:31:07,37.6681,-84.6701,408440,4732,47992.0,355716.0,21.0,9142.119398622055,3954639.0,,1.1585545000489668,84000021.0,USA,88516.75133788887,,2021-03-04
Louisiana,US,2021-03-05 05:31:07,31.1695,-91.8678,432527,9686,415954.0,6887.0,22.0,9304.068969285367,5654985.0,,2.2393977716998013,84000022.0,USA,121644.12963878375,,2021-03-04
Maine,US,2021-03-05 05:31:07,44.6939,-69.3819,45231,705,12827.0,31699.0,23.0,3364.871017369284,1633308.0,,1.5586655170126682,84000023.0,USA,121506.7266175276,,2021-03-04
Maryland,US,2021-03-05 05:31:07,39.0639,-76.8021,384765,7922,9691.0,367152.0,24.0,6364.29648939408,7982350.0,,2.0589190804776942,84000024.0,USA,132033.9482076458,,2021-03-04
Massachusetts,US,2021-03-05 05:31:07,42.2302,-71.5301,586310,16296,508745.0,61269.0,25.0,8506.488861883701,16522351.0,,2.7794170319455582,84000025.0,USA,239714.81767944095,,2021-03-04
Michigan,US,2021-03-05 05:31:07,43.3266,-84.5361,652589,16589,541258.0,94742.0,26.0,6534.4782647834045,10538623.0,,2.542028750101519,84000026.0,USA,105524.92140420154,,2021-03-04
Minnesota,US,2021-03-05 05:31:07,45.6945,-93.9002,487374,6589,473728.0,7057.0,27.0,8641.946850432794,7023826.0,,1.3519391678669772,84000027.0,USA,124544.04826414205,,2021-03-04
Mississippi,US,2021-03-05 05:31:07,32.7416,-89.6787,296154,6764,278162.0,11228.0,28.0,9950.913075924624,1755528.0,,2.283946865482148,84000028.0,USA,58986.562836739686,,2021-03-04
Missouri,US,2021-03-05 05:31:07,38.4561,-92.2884,496813,8488,,488325.0,29.0,8094.807792449867,4524474.0,,1.7084899147164023,84000029.0,USA,73719.38212554183,,2021-03-04
Montana,US,2021-03-05 05:31:07,46.9219,-110.4544,100531,1375,97499.0,1657.0,30.0,9406.16292625784,1096640.0,,1.3677373148581036,84000030.0,USA,102606.9024624384,,2021-03-04
Nebraska,US,2021-03-05 05:31:07,41.1254,-98.2681,201973,2092,156048.0,43833.0,31.0,10441.07551250822,2403686.0,,1.0357820104667457,84000031.0,USA,124259.515055769,,2021-03-04
Nevada,US,2021-03-05 05:31:07,38.3135,-117.0554,295069,5005,,290064.0,32.0,9579.67713323611,2746308.0,,1.6962134280456436,84000032.0,USA,89161.32819246818,,2021-03-04
New Hampshire,US,2021-03-05 05:31:07,43.4525,-71.5639,76178,1178,72809.0,2191.0,33.0,5602.514063650289,1474441.0,,1.546378219433432,84000033.0,USA,108437.82244903511,,2021-03-04
New Jersey,US,2021-03-05 05:31:07,40.2989,-74.521,802669,23491,,779178.0,34.0,9036.836636009812,10899020.0,,2.9266110937385155,84000034.0,USA,122706.44964811606,,2021-03-04
New Mexico,US,2021-03-05 05:31:07,34.8405,-106.2485,186156,3769,151708.0,30679.0,35.0,8877.977174104326,2738734.0,,2.0246459958314533,84000035.0,USA,130613.13058909427,,2021-03-04
New York,US,2021-03-05 05:31:07,42.1657,-74.9481,1670716,48049,,1622667.0,36.0,8588.227111735481,38897265.0,,2.8759525855980312,84000036.0,USA,199949.33061355707,,2021-03-04
North Carolina,US,2021-03-05 05:31:07,35.6301,-79.8064,868056,11399,,856657.0,37.0,8276.592750401314,9605697.0,,1.3131641276599666,84000037.0,USA,91586.76646754547,,2021-03-04
North Dakota,US,2021-03-05 05:31:07,47.5289,-99.784,100184,1478,98071.0,635.0,38.0,13146.436904083921,1419620.0,,1.4752854747265032,84000038.0,USA,186286.6800863972,,2021-03-04
Northern Mariana Islands,US,2021-03-05 05:31:07,15.0979,145.6739,144,2,29.0,113.0,69.0,261.13448425939356,17573.0,,1.3888888888888888,580.0,MNP,31867.474249238363,,2021-03-04
Ohio,US,2021-03-05 05:31:07,40.3888,-82.7649,974480,17502,919296.0,38434.0,39.0,8336.655516677929,10144547.0,,1.718865446186684,84000039.0,USA,86786.38218511263,,2021-03-04
Oklahoma,US,2021-03-05 05:31:07,35.5653,-96.9289,426641,4534,409728.0,12379.0,40.0,10782.009774648337,3553402.0,,1.0627201792607837,84000040.0,USA,89801.06247935606,,2021-03-04
Oregon,US,2021-03-05 05:31:07,44.572,-122.0709,156673,2284,,154389.0,41.0,3714.6223199787,3787438.0,,1.4578134075430993,84000041.0,USA,89797.87027972582,,2021-03-04
Pennsylvania,US,2021-03-05 05:31:07,40.5908,-77.2098,943933,24208,856709.0,63016.0,42.0,7373.330816016168,10569767.0,,2.564588800264425,84000042.0,USA,82563.47509750242,,2021-03-04
Puerto Rico,US,2021-03-05 05:31:07,18.2208,-66.5901,100867,2053,91530.0,7284.0,72.0,3158.317609639496,406839.0,,2.0353534852826,630.0,PRI,12738.82219148109,,2021-03-04
Rhode Island,US,2021-03-05 05:31:07,41.6809,-71.5118,127727,2539,,125188.0,44.0,12056.985295852875,3065112.0,,1.9878334259788453,84000044.0,USA,289335.9298671558,,2021-03-04
South Carolina,US,2021-03-05 05:31:07,33.8569,-80.945,521563,8660,230793.0,282110.0,45.0,10129.966434336808,5099813.0,,1.6603938546254242,84000045.0,USA,99050.22885326316,,2021-03-04
South Dakota,US,2021-03-05 05:31:07,44.2998,-99.4388,113065,1896,109113.0,2056.0,46.0,12780.630728902324,696656.0,,1.6769115110776986,84000046.0,USA,78748.53474615642,,2021-03-04
Tennessee,US,2021-03-05 05:31:07,35.7478,-86.6923,779449,11501,754465.0,13483.0,47.0,11413.51794521563,6834882.0,,1.475529508665737,84000047.0,USA,100083.58258260807,,2021-03-04
Texas,US,2021-03-05 05:31:07,31.0545,-97.5635,2683386,44757,2458818.0,179811.0,48.0,9254.369612014892,19764177.0,,1.6679299959081548,84000048.0,USA,68162.01583942215,,2021-03-04
Utah,US,2021-03-05 05:31:07,40.15,-111.8624,373319,1966,355033.0,15720.0,49.0,11625.479809779168,2886369.0,,0.5245393176427661,84000049.0,USA,90031.40402962234,,2021-03-04
Vermont,US,2021-03-05 05:31:07,44.0459,-72.7107,15686,207,12990.0,2489.0,50.0,2513.82636552888,1094855.0,,1.3196480938416422,84000050.0,USA,175460.62510717337,,2021-03-04
Virgin Islands,US,2021-03-05 05:31:07,18.3358,-64.8963,2704,25,2547.0,132.0,78.0,2520.7890517209235,48711.0,,0.9245562130177516,850.0,VIR,45410.56046537644,,2021-03-04
Virginia,US,2021-03-05 05:31:07,37.7693,-78.17,581408,9357,,572051.0,51.0,6811.630317968949,5972272.0,,1.6093689801309925,84000051.0,USA,69969.64097906643,,2021-03-04
Washington,US,2021-03-05 05:31:07,47.4009,-121.4905,343090,5032,,338058.0,53.0,4505.513078122043,5320381.0,,1.4666705529161443,84000053.0,USA,69868.09926285241,,2021-03-04
West Virginia,US,2021-03-05 05:31:07,38.4912,-80.9545,132677,2309,124050.0,6318.0,54.0,7403.2431491389925,2234313.0,,1.7403167090000529,84000054.0,USA,124672.41805499214,,2021-03-04
Wisconsin,US,2021-03-05 05:31:07,44.2685,-89.6165,619942,7082,551885.0,60975.0,55.0,10647.471487010414,7008539.0,,1.1423649309128918,84000055.0,USA,120371.29145645961,,2021-03-04
Wyoming,US,2021-03-05 05:31:07,42.756,-107.3025,54685,682,53481.0,522.0,56.0,9448.665161146522,646179.0,,1.2471427265246409,84000056.0,USA,111649.06290874096,,2021-03-04
Alabama,US,2021-03-04 05:30:41,32.3182,-86.9023,497154,10029,295690.0,191435.0,1.0,10139.409383900464,2305317.0,,2.017282371257196,84000001.0,USA,47016.724843137665,,2021-03-03
Alaska,US,2021-03-04 05:30:41,61.3707,-152.4044,58993,303,,58690.0,2.0,8064.1655673950345,1711018.0,,0.5136202600308512,84000002.0,USA,233891.0114893821,,2021-03-03
American Samoa,US,2021-03-04 05:30:41,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-03
Arizona,US,2021-03-04 05:30:41,33.7298,-111.4312,819954,16089,,803865.0,4.0,11265.089712926057,3787241.0,,1.9621832444259069,84000004.0,USA,52031.71108314831,,2021-03-03
Arkansas,US,2021-03-04 05:30:41,34.9697,-92.3731,323353,5261,313799.0,4293.0,5.0,10714.844304003838,2709946.0,,1.6270144393279171,84000005.0,USA,89798.60852460928,,2021-03-03
California,US,2021-03-04 08:31:01,36.1162,-119.6816,3582320,53083,,3529237.0,6.0,9066.35903527878,49028048.0,,1.4818050872060564,84000006.0,USA,124083.24381040267,,2021-03-03
Colorado,US,2021-03-04 05:30:41,39.0598,-105.3111,431670,5970,,425700.0,8.0,7495.915770405172,6273669.0,,1.383000903467927,84000008.0,USA,108941.77124980203,,2021-03-03
Connecticut,US,2021-03-04 05:30:41,41.5978,-72.7554,283622,7678,,275944.0,9.0,7955.095901115395,6435635.0,,2.707124271036802,84000009.0,USA,180508.1891023079,,2021-03-03
Delaware,US,2021-03-04 05:30:41,39.3185,-75.5071,87425,1440,,85985.0,10.0,8978.048069142009,1409916.0,,1.6471261080926507,84000010.0,USA,144790.31880414556,,2021-03-03
Diamond Princess,US,2021-03-04 05:30:41,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-03
District of Columbia,US,2021-03-04 05:30:41,38.8974,-77.0268,40818,1023,29213.0,10582.0,11.0,5783.642626486187,1233983.0,,2.506247243863001,84000011.0,USA,174847.28990051706,,2021-03-03
Florida,US,2021-03-04 05:30:41,27.7663,-81.6868,1924114,31267,,1892847.0,12.0,8958.644013566234,21975593.0,,1.6250076658659518,84000012.0,USA,102318.00957428617,,2021-03-03
Georgia,US,2021-03-04 05:30:41,33.0406,-83.6431,1014542,17625,,996917.0,13.0,9555.44485700532,7251427.0,,1.7372370981191514,84000013.0,USA,68297.42961168637,,2021-03-03
Grand Princess,US,2021-03-04 05:30:41,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-03
Guam,US,2021-03-04 05:30:41,13.4443,144.7937,7745,131,7583.0,31.0,66.0,4715.975862971826,119670.0,,1.6914138153647515,316.0,GUM,72867.7639150211,,2021-03-03
Hawaii,US,2021-03-04 05:30:41,21.0943,-157.4983,27835,440,,27395.0,15.0,1965.9262984224563,1124866.0,,1.5807436680438298,84000015.0,USA,79446.87090358451,,2021-03-03
Idaho,US,2021-03-04 05:30:41,44.2405,-114.4788,172288,1876,94936.0,75476.0,16.0,9640.835671897776,641917.0,,1.088874442793462,84000016.0,USA,35920.1819743546,,2021-03-03
Illinois,US,2021-03-04 05:30:41,40.3495,-88.9861,1191440,22853,,1168587.0,17.0,9402.279277777046,18315522.0,,1.918099106963003,84000017.0,USA,144537.41100036056,,2021-03-03
Indiana,US,2021-03-04 05:30:41,39.8494,-86.2583,663511,12633,,650878.0,18.0,9855.75484101156,8093057.0,,1.903962406049033,84000018.0,USA,120213.8106321259,,2021-03-03
Iowa,US,2021-03-04 05:30:41,42.0115,-93.2105,338041,5501,317731.0,41101.0,19.0,11547.54094203932,1318994.0,,1.5098824427103776,84000019.0,USA,41805.53838742088,,2021-03-03
Kansas,US,2021-03-04 05:30:41,38.5266,-96.7265,297444,4772,,292672.0,20.0,10209.8160376808,1264760.0,,1.6043356060300429,84000020.0,USA,43413.10274141407,,2021-03-03
Kentucky,US,2021-03-04 05:30:41,37.6681,-84.6701,407373,4704,47927.0,354742.0,21.0,9118.23671965249,3940366.0,,1.1547157028079915,84000021.0,USA,88197.27853851435,,2021-03-03
Louisiana,US,2021-03-04 05:30:41,31.1695,-91.8678,431771,9668,415954.0,6149.0,22.0,9287.806687067658,5630195.0,,2.2391499197491265,84000022.0,USA,121110.87305653894,,2021-03-03
Maine,US,2021-03-04 05:30:41,44.6939,-69.3819,45091,705,12820.0,31566.0,23.0,3354.4559935486373,1663423.0,,1.5635049122884832,84000023.0,USA,123747.07263437613,,2021-03-03
Maryland,US,2021-03-04 05:30:41,39.0639,-76.8021,383956,7919,9685.0,366352.0,24.0,6350.915033544614,7948627.0,,2.062475908697872,84000024.0,USA,131476.14494978232,,2021-03-03
Massachusetts,US,2021-03-04 05:30:41,42.2302,-71.5301,584743,16252,494740.0,73751.0,25.0,8483.754015050847,16419989.0,,2.7793406676095307,84000025.0,USA,238229.69681696183,,2021-03-03
Michigan,US,2021-03-04 05:30:41,43.3266,-84.5361,650762,16550,541258.0,92954.0,26.0,6516.1842209215565,10395435.0,,2.543172465509664,84000026.0,USA,104091.15700765516,,2021-03-03
Minnesota,US,2021-03-04 05:30:41,45.6945,-93.9002,486434,6575,473252.0,6607.0,27.0,8625.279096224718,6960999.0,,1.3516736083415222,84000027.0,USA,123430.02167517315,,2021-03-03
Mississippi,US,2021-03-04 05:30:41,32.7416,-89.6787,295675,6743,278162.0,10770.0,28.0,9934.818451629944,1755049.0,,2.2805445167836305,84000028.0,USA,58970.46821244501,,2021-03-03
Missouri,US,2021-03-04 05:30:41,38.4561,-92.2884,496294,8482,,487812.0,29.0,8086.351481434895,4508176.0,,1.7090676091187884,84000029.0,USA,73453.83114881348,,2021-03-03
Montana,US,2021-03-04 05:30:41,46.9219,-110.4544,100351,1373,97327.0,1651.0,30.0,9389.32126222658,1086657.0,,1.3681976263315765,84000030.0,USA,101672.8450623048,,2021-03-03
Nebraska,US,2021-03-04 05:30:41,41.1254,-98.2681,201608,2091,155933.0,43584.0,31.0,10422.206690625762,2392401.0,,1.0371612237609618,84000031.0,USA,123676.13243948536,,2021-03-03
Nevada,US,2021-03-04 05:30:41,38.3135,-117.0554,294684,4987,,289697.0,32.0,9567.177766320929,2738065.0,,1.6923212661698632,84000032.0,USA,88893.7118769309,,2021-03-03
New Hampshire,US,2021-03-04 05:30:41,43.4525,-71.5639,75990,1175,72600.0,2215.0,33.0,5588.687596114173,1467389.0,,1.5462560863271484,84000033.0,USA,107919.1828263506,,2021-03-03
New Jersey,US,2021-03-04 05:30:41,40.2989,-74.521,799476,23449,,776027.0,34.0,9000.888294440898,10895827.0,,2.933046145225122,84000034.0,USA,122670.50130654714,,2021-03-03
New Mexico,US,2021-03-04 05:30:41,34.8405,-106.2485,185898,3753,150168.0,31977.0,35.0,8865.672880335022,2720382.0,,2.01884904625117,84000035.0,USA,129737.90423539544,,2021-03-03
New York,US,2021-03-04 05:30:41,42.1657,-74.9481,1663248,47935,,1615313.0,36.0,8549.83825326376,38627176.0,,2.882011582157322,84000036.0,USA,198560.9524138023,,2021-03-03
North Carolina,US,2021-03-04 05:30:41,35.6301,-79.8064,865554,11363,,854191.0,37.0,8252.73710622455,9561647.0,,1.3128008188974922,84000037.0,USA,91166.76601751092,,2021-03-03
North Dakota,US,2021-03-04 05:30:41,47.5289,-99.784,100067,1478,98014.0,575.0,38.0,13131.083822576116,1416045.0,,1.47701040302997,84000038.0,USA,185817.55815143647,,2021-03-03
Northern Mariana Islands,US,2021-03-04 05:30:41,15.0979,145.6739,144,2,29.0,113.0,69.0,261.13448425939356,17573.0,,1.3888888888888888,580.0,MNP,31867.474249238363,,2021-03-03
Ohio,US,2021-03-04 05:30:41,40.3888,-82.7649,972605,17502,916592.0,39263.0,39.0,8320.614931859596,10101222.0,,1.7221790963443535,84000039.0,USA,86415.73773857698,,2021-03-03
Oklahoma,US,2021-03-04 05:30:41,35.5653,-96.9289,425746,4534,408963.0,12249.0,40.0,10759.391463824222,3542049.0,,1.0649542215311476,84000040.0,USA,89514.15110194137,,2021-03-03
Oregon,US,2021-03-04 05:30:41,44.572,-122.0709,156287,2252,,154035.0,41.0,3705.4704928258916,3760400.0,,1.4409387856955471,84000041.0,USA,89156.81560988748,,2021-03-03
Pennsylvania,US,2021-03-04 05:30:41,40.5908,-77.2098,940923,24134,844569.0,72220.0,42.0,7349.818844556107,10514461.0,,2.564928267243972,84000042.0,USA,82131.46410296088,,2021-03-03
Puerto Rico,US,2021-03-04 05:30:41,18.2208,-66.5901,100765,2048,91338.0,7379.0,72.0,3155.1238158696483,406737.0,,2.0324517441571976,630.0,PRI,12735.62839771124,,2021-03-03
Rhode Island,US,2021-03-04 05:30:41,41.6809,-71.5118,127285,2534,,124751.0,44.0,12015.262030601467,3041681.0,,1.9908080292257533,84000044.0,USA,287124.1248261924,,2021-03-03
South Carolina,US,2021-03-04 05:30:41,33.8569,-80.945,519996,8620,230793.0,280583.0,45.0,10099.531650039216,5078144.0,,1.6577050592696867,84000045.0,USA,98629.3664786974,,2021-03-03
South Dakota,US,2021-03-04 05:30:41,44.2998,-99.4388,112833,1893,108947.0,1993.0,46.0,12754.405934942162,424345.0,,1.677700672675547,84000046.0,USA,47967.06979751519,,2021-03-03
Tennessee,US,2021-03-04 05:30:41,35.7478,-86.6923,777935,11459,752966.0,13510.0,47.0,11391.348353402622,6817121.0,,1.4730022431179983,84000047.0,USA,99823.50720599592,,2021-03-03
Texas,US,2021-03-04 05:30:41,31.0545,-97.5635,2675712,44463,2450229.0,181020.0,48.0,9227.903783989179,19707655.0,,1.6617259256601606,84000048.0,USA,67967.08470420333,,2021-03-03
Utah,US,2021-03-04 05:30:41,40.15,-111.8624,372708,1955,355033.0,15720.0,49.0,11625.479809779168,2876176.0,,0.5245393176427661,84000049.0,USA,89713.46474283193,,2021-03-03
Vermont,US,2021-03-04 05:30:41,44.0459,-72.7107,15487,207,12842.0,2438.0,50.0,2481.934777696402,1083198.0,,1.3366048944275843,84000050.0,USA,173592.48320082563,,2021-03-03
Virgin Islands,US,2021-03-04 05:30:41,18.3358,-64.8963,2695,25,2539.0,131.0,78.0,2512.398851474811,48536.0,,0.927643784786642,850.0,VIR,45247.41768281313,,2021-03-03
Virginia,US,2021-03-04 05:30:41,37.7693,-78.17,580108,9326,,570782.0,51.0,6796.399843993084,5946972.0,,1.607631682376385,84000051.0,USA,69673.23252399766,,2021-03-03
Washington,US,2021-03-04 05:30:41,47.4009,-121.4905,342236,5012,,337224.0,53.0,4494.298212726036,5301508.0,,1.464486494699564,84000053.0,USA,69620.255990465,,2021-03-03
West Virginia,US,2021-03-04 05:30:41,38.4912,-80.9545,132416,2309,123656.0,6451.0,54.0,7388.67961166132,2224809.0,,1.743746979217013,84000054.0,USA,124142.10441442582,,2021-03-03
Wisconsin,US,2021-03-04 05:30:41,44.2685,-89.6165,619087,7069,551329.0,60689.0,55.0,10632.786906644198,6970553.0,,1.1418427458499372,84000055.0,USA,119718.88388945242,,2021-03-03
Wyoming,US,2021-03-04 05:30:41,42.756,-107.3025,54616,682,53375.0,559.0,56.0,9436.743100323278,643476.0,,1.2487183243005713,84000056.0,USA,111182.02913475213,,2021-03-03
Alabama,US,2021-03-03 05:30:49,32.3182,-86.9023,494421,9991,285130.0,199300.0,1.0,10083.67010422817,2295722.0,,2.0207475006118267,84000001.0,USA,46821.03571454065,,2021-03-02
Alaska,US,2021-03-03 05:30:49,61.3707,-152.4044,58802,302,,58500.0,2.0,8038.056442187425,1704660.0,,0.5135879731981905,84000002.0,USA,233021.8920230471,,2021-03-02
American Samoa,US,2021-03-03 05:30:49,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-02
Arizona,US,2021-03-03 05:30:49,33.7298,-111.4312,818670,16060,,802610.0,4.0,11247.4492413979,3771087.0,,1.9617183969120648,84000004.0,USA,51809.776365807316,,2021-03-02
Arkansas,US,2021-03-03 05:30:49,34.9697,-92.3731,322949,5254,313426.0,4269.0,5.0,10701.45708601354,2702395.0,,1.6268822631437159,84000005.0,USA,89548.39346756779,,2021-03-02
California,US,2021-03-03 08:31:00,36.1162,-119.6816,3577966,52798,,3525168.0,6.0,9055.339660337511,48897190.0,,1.475642865248021,84000006.0,USA,123752.0602169106,,2021-03-02
Colorado,US,2021-03-03 05:30:49,39.0598,-105.3111,430615,5959,,424656.0,8.0,7477.595777962387,6243861.0,,1.383834747976731,84000008.0,USA,108424.15766237592,,2021-03-02
Connecticut,US,2021-03-03 05:30:49,41.5978,-72.7554,283128,7658,,275470.0,9.0,7941.240074080993,6418467.0,,2.7047837020711483,84000009.0,USA,180026.65704051315,,2021-03-02
Delaware,US,2021-03-03 05:30:49,39.3185,-75.5071,87193,1426,,85767.0,10.0,8954.222994483263,1405303.0,,1.6354523872329199,84000010.0,USA,144316.59005672837,,2021-03-02
Diamond Princess,US,2021-03-03 05:30:49,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-02
District of Columbia,US,2021-03-03 05:30:49,38.8974,-77.0268,40767,1019,29111.0,10637.0,11.0,5776.416261305365,1233844.0,,2.49957073122869,84000011.0,USA,174827.59451306346,,2021-03-02
Florida,US,2021-03-03 05:30:49,27.7663,-81.6868,1918100,31135,,1886965.0,12.0,8930.64292574213,21901603.0,,1.6232208956780148,84000012.0,USA,101973.51331753434,,2021-03-02
Georgia,US,2021-03-03 05:30:49,33.0406,-83.6431,1011807,17480,,994327.0,13.0,9529.685310644587,7234444.0,,1.7276022008149776,84000013.0,USA,68137.47554373599,,2021-03-02
